Year,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Normalized Eigenfactor,avgJifPercentile,Journal
2017,"28,678",27.144,26.624,28.055,6.889,72,6.5,4.5,0.069,10.983,73.61,8.05700,99.74600,LANCET NEUROLOGY
2016,"24,566",26.284,25.546,25.612,5.516,91,6.1,5.0,0.06547,10.093,67.03,7.52040,99.74200,LANCET NEUROLOGY
2015,"21,460",23.468,22.994,23.736,6.100,90,5.8,5.2,0.06594,9.583,58.89,7.51554,99.74100,LANCET NEUROLOGY
2014,"19,384",21.896,21.307,24.577,4.914,93,5.2,5.5,0.06856,9.553,53.76,7.67920,99.74000,LANCET NEUROLOGY
2013,"17,534",21.823,21.354,24.075,5.817,93,4.7,5.3,0.06712,8.873,53.76,7.39776,99.74200,LANCET NEUROLOGY
2012,"15,160",23.917,23.305,22.959,4.472,89,4.2,5.2,0.06993,8.685,51.69,Not Available,99.74100,LANCET NEUROLOGY
2011,"12,969",23.462,22.880,20.598,5.070,86,3.8,4.8,0.06899,7.919,46.51,Not Available,99.74000,LANCET NEUROLOGY
2010,"11,076",21.659,21.005,18.277,5.830,94,3.5,5.3,0.06178,6.938,50.00,Not Available,99.73000,LANCET NEUROLOGY
2009,"8,432",18.126,17.670,15.460,4.578,90,3.2,5.5,0.05185,5.701,47.78,Not Available,99.70100,LANCET NEUROLOGY
2008,"6,346",14.270,13.627,13.748,3.674,95,3.0,4.8,0.04177,4.665,48.42,Not Available,99.67900,LANCET NEUROLOGY
2007,"4,291",10.169,9.853,11.393,2.938,96,3.1,5.4,0.03412,4.180,56.25,Not Available,99.65800,LANCET NEUROLOGY
2006,"2,887",9.479,9.143,Not Available,2.130,100,2.8,5.4,Not Available,Not Available,49.00,Not Available,99.66000,LANCET NEUROLOGY
2005,"1,962",11.231,10.984,Not Available,1.026,78,2.3,5.7,Not Available,Not Available,41.03,Not Available,99.66200,LANCET NEUROLOGY
2004,"1,017",8.340,8.056,Not Available,2.263,57,1.7,5.0,Not Available,Not Available,1.75,Not Available,99.64300,LANCET NEUROLOGY
2003,205,3.070,2.790,Not Available,1.143,63,1.2,5.2,Not Available,Not Available,12.70,Not Available,87.77800,LANCET NEUROLOGY
2002,17,Not Available,Not Available,Not Available,0.395,43,Not Available,4.4,Not Available,Not Available,6.98,Not Available,0.36200,LANCET NEUROLOGY
