,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
1, ,ALL Journals,10969,124,572,791,912,917,839,756,675,609,552,4222,Science Signaling
2, ,ALL OTHERS (597),597,12,46,47,60,58,40,39,38,24,21,212,Science Signaling
3,4.011,J BIOL CHEM,569,3,13,11,24,40,33,29,35,30,22,329,Science Signaling
4,9.504,P NATL ACAD SCI USA,462,2,14,17,28,29,33,32,26,34,24,223,Science Signaling
5,41.577,NATURE,402,0,26,28,25,28,30,27,19,20,16,183,Science Signaling
6,31.398,CELL,329,1,12,22,21,22,22,18,17,24,11,159,Science Signaling
7,41.058,SCIENCE,310,1,12,19,7,17,16,30,10,19,13,166,Science Signaling
8,2.766,PLOS ONE,175,2,10,12,27,29,31,21,22,10,8,3,Science Signaling
9,4.539,J IMMUNOL,170,2,5,8,12,8,10,17,9,14,13,72,Science Signaling
10,9.130,CANCER RES,164,2,5,10,10,12,10,11,16,9,10,69,Science Signaling
11,5.971,J NEUROSCI,160,3,5,9,18,7,12,11,12,8,10,65,Science Signaling
12,14.248,MOL CELL,150,2,8,15,6,14,6,12,10,6,6,65,Science Signaling
13,3.813,MOL CELL BIOL,146,0,0,4,5,6,6,4,8,9,7,97,Science Signaling
14,10.557,EMBO J,142,0,4,3,5,5,5,8,8,3,8,93,Science Signaling
15,8.784,J CELL BIOL,139,1,9,8,5,6,10,5,8,8,10,69,Science Signaling
16,13.251,J CLIN INVEST,130,1,7,13,11,16,13,9,8,8,5,39,Science Signaling
17,19.064,NAT CELL BIOL,121,0,5,16,4,15,4,10,12,7,9,39,Science Signaling
18,9.462,GENE DEV,117,0,2,3,5,6,3,8,7,4,9,70,Science Signaling
19,6.854,ONCOGENE,113,0,7,5,8,14,5,8,5,4,6,51,Science Signaling
20,6.378,SCI SIGNAL,110,16,19,9,16,12,11,5,11,7,3,1,Science Signaling
21,15.132,BLOOD,109,0,0,6,7,2,14,11,12,7,11,39,Science Signaling
22,22.844,CANCER CELL,104,0,8,9,12,8,8,12,9,5,6,27,Science Signaling
23,10.790,J EXP MED,104,1,3,6,3,4,9,3,6,3,5,61,Science Signaling
24,21.809,NAT IMMUNOL,103,1,3,7,10,4,7,7,11,2,9,42,Science Signaling
25,12.353,NAT COMMUN,88,6,9,23,27,14,4,4,1,0,0,0,Science Signaling
26,14.319,NEURON,88,1,3,0,3,10,6,1,6,4,7,47,Science Signaling
27,11.561,NUCLEIC ACIDS RES,86,4,7,11,12,9,3,4,3,2,5,26,Science Signaling
28,19.734,IMMUNITY,84,0,5,7,2,8,6,2,6,6,4,38,Science Signaling
29,32.621,NAT MED,80,0,0,7,10,13,7,5,7,7,5,19,Science Signaling
30,4.401,J CELL SCI,78,3,4,7,7,6,8,5,2,4,6,26,Science Signaling
31,35.612,NAT REV MOL CELL BIO,77,0,3,6,7,4,8,5,5,5,4,30,Science Signaling
32,20.565,CELL METAB,74,0,5,8,7,8,10,6,5,4,8,13,Science Signaling
33,5.413,DEVELOPMENT,72,0,1,6,3,7,5,3,4,2,3,38,Science Signaling
34,15.211,CIRC RES,68,0,4,2,11,3,5,2,6,0,6,29,Science Signaling
35,3.512,MOL BIOL CELL,66,1,4,2,6,3,9,1,2,5,1,32,Science Signaling
36,27.125,NAT GENET,61,0,0,5,7,5,7,1,2,2,3,29,Science Signaling
37,42.784,NAT REV CANCER,60,0,2,4,10,5,7,3,8,4,5,12,Science Signaling
38,10.199,CLIN CANCER RES,58,2,2,4,2,5,3,3,6,4,3,24,Science Signaling
