,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
1, ,ALL Journals,21817,418,1477,2020,1734,1651,1553,1292,1200,1057,936,8479,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
2, ,ALL OTHERS (1234),1234,50,117,138,108,90,93,62,54,41,48,433,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
3,9.504,P NATL ACAD SCI USA,811,3,24,53,68,66,57,57,51,51,43,338,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
4,5.413,DEVELOPMENT,794,2,26,37,47,38,48,41,38,29,30,458,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
5,41.577,NATURE,791,9,27,48,50,61,68,56,51,34,34,353,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
6,31.398,CELL,694,5,31,41,31,55,35,34,29,27,34,372,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
7,4.011,J BIOL CHEM,632,2,16,25,23,35,42,33,30,35,31,360,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
8,41.058,SCIENCE,510,13,33,26,16,30,30,22,19,31,22,268,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
9,3.262,DEV BIOL,483,2,18,21,27,19,20,28,39,27,30,252,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
10,8.784,J CELL BIOL,428,9,17,19,8,14,28,19,21,12,11,270,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
11,2.766,PLOS ONE,403,3,22,60,61,61,60,54,36,19,18,9,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
12,9.462,GENE DEV,313,0,3,9,4,14,19,20,7,7,12,218,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
13,4.401,J CELL SCI,255,6,15,12,20,20,22,13,13,12,8,114,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
14,9.616,DEV CELL,251,7,16,21,16,14,14,10,24,26,12,91,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
15,19.064,NAT CELL BIOL,217,3,12,31,6,18,8,16,22,8,26,67,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
16,3.813,MOL CELL BIOL,208,0,2,9,2,6,11,8,3,13,9,145,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
17,10.557,EMBO J,200,4,5,4,2,17,8,9,8,11,2,130,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
18,9.251,CURR BIOL,196,2,10,13,19,22,20,11,8,6,5,80,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
19,5.971,J NEUROSCI,189,1,3,12,8,11,19,16,19,14,6,80,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
20,12.353,NAT COMMUN,182,5,45,56,39,21,6,6,1,0,0,3,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
21,27.125,NAT GENET,178,3,1,3,4,8,7,6,4,6,10,126,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
22,14.248,MOL CELL,167,2,6,24,18,14,14,8,11,9,11,50,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
23,9.130,CANCER RES,159,0,15,4,12,9,18,5,16,8,13,59,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
24,35.612,NAT REV MOL CELL BIO,150,2,6,7,22,9,16,6,12,19,7,44,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
25,11.561,NUCLEIC ACIDS RES,149,2,9,18,18,8,14,7,10,3,8,52,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
26,6.138,SEMIN CELL DEV BIOL,142,83,7,14,8,6,2,0,2,3,2,15,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
27,14.319,NEURON,136,5,4,5,12,7,12,7,6,7,4,67,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
28,4.902,HUM MOL GENET,131,0,4,16,19,9,10,9,9,4,9,42,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
29,13.251,J CLIN INVEST,131,1,18,3,14,12,8,7,5,5,4,54,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
30,2.507,DEV DYNAM,129,1,0,5,6,1,7,8,9,12,10,70,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
31,3.512,MOL BIOL CELL,129,3,3,13,15,5,11,6,6,9,5,53,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
32,5.540,PLOS GENET,126,1,9,20,11,18,10,12,14,17,3,11,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
33,4.539,J IMMUNOL,123,0,5,6,9,10,5,8,12,11,4,53,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
34,3.495,BIOPHYS J,121,3,3,10,13,13,8,7,5,5,12,42,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
35,32.621,NAT MED,121,0,12,9,9,10,18,10,5,8,5,35,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
36,7.616,ELIFE,118,4,42,51,13,4,2,0,0,0,0,2,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
37,8.032,CELL REP,116,10,34,33,20,6,11,0,0,0,0,2,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
38,15.132,BLOOD,107,0,2,4,8,5,9,10,10,11,4,44,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
39,2.559,BIOCHEM BIOPH RES CO,105,1,5,10,8,6,6,1,5,3,6,54,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
40,4.122,SCI REP-UK,103,7,42,32,14,3,3,2,0,0,0,0,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
41,4.302,J CELL MOL MED,102,0,11,17,22,11,8,7,11,2,1,12,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
42,4.368,J VIROL,98,2,2,11,4,9,3,7,3,4,6,47,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
43,79.260,NEW ENGL J MED,84,0,3,9,5,9,11,6,2,9,4,26,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
44,6.854,ONCOGENE,82,1,4,7,6,1,7,2,6,1,4,43,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
45,1.900,MECH DEVELOP,80,0,0,0,0,1,6,2,0,8,2,61,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
46,20.773,GASTROENTEROLOGY,75,0,1,5,3,4,5,9,5,12,4,27,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
47,9.163,PLOS BIOL,72,1,4,7,4,9,3,10,10,3,6,15,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
48,23.290,CELL STEM CELL,70,0,6,7,13,14,13,2,4,4,7,0,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
49,19.912,NAT NEUROSCI,69,1,8,3,5,7,1,3,6,4,1,30,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
50,3.309,EXP CELL RES,65,3,3,2,3,1,1,1,4,0,1,46,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
51,14.079,HEPATOLOGY,65,1,3,6,4,4,3,9,1,5,4,25,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
52,6.721,CELL MOL LIFE SCI,64,2,7,6,4,5,3,8,2,2,7,18,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
53,10.199,CLIN CANCER RES,64,0,6,11,5,5,5,4,2,5,2,19,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
