,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
1,,ALL Journals,10930,381,1419,1659,1667,1203,1158,810,833,352,320,1128,NEURO-ONCOLOGY
2,,ALL OTHERS (569),569,5,55,69,80,55,74,36,36,29,24,106,NEURO-ONCOLOGY
3,,ONCOTARGET,701,29,66,120,104,88,72,54,60,22,25,61,NEURO-ONCOLOGY
4,3.060,J NEURO-ONCOL,524,13,76,83,93,58,46,35,27,23,13,57,NEURO-ONCOLOGY
5,9.384,NEURO-ONCOLOGY,498,45,106,103,58,43,45,21,26,12,7,32,NEURO-ONCOLOGY
6,1.924,WORLD NEUROSURG,217,6,22,34,29,24,30,13,11,12,8,28,NEURO-ONCOLOGY
7,4.122,SCI REP-UK,199,5,35,21,24,23,27,14,16,7,4,23,NEURO-ONCOLOGY
8,2.766,PLOS ONE,177,4,25,18,26,22,23,15,17,4,5,18,NEURO-ONCOLOGY
9,26.360,J CLIN ONCOL,128,12,28,24,26,8,6,8,4,2,0,10,NEURO-ONCOLOGY
10,,GLIOBLASTOMAXB,119,3,14,13,18,14,13,7,16,8,3,10,NEURO-ONCOLOGY
11,1.664,ONCOL LETT,112,0,1,16,31,14,14,9,8,3,2,14,NEURO-ONCOLOGY
12,3.687,INT J MOL SCI,97,6,16,16,17,13,8,8,10,1,0,2,NEURO-ONCOLOGY
13,,NEURO-ONCOL PRACT,96,0,2,13,16,10,11,9,9,8,7,11,NEURO-ONCOLOGY
14,10.199,CLIN CANCER RES,91,2,21,20,19,4,9,5,2,2,6,1,NEURO-ONCOLOGY
15,5.719,NEUROTHERAPEUTICS,88,1,16,14,9,7,4,7,8,6,5,11,NEURO-ONCOLOGY
16,4.495,CRIT REV ONCOL HEMAT,80,2,8,12,12,7,11,9,7,1,2,9,NEURO-ONCOLOGY
17,4.416,FRONT ONCOL,79,8,11,11,11,8,9,7,7,3,0,4,NEURO-ONCOLOGY
18,,CHIN CLIN ONCOL,76,11,18,17,7,7,5,2,2,1,3,3,NEURO-ONCOLOGY
19,4.319,J NEUROSURG,76,0,4,13,15,8,14,5,4,4,1,8,NEURO-ONCOLOGY
20,,PEDIATR ONCOL-BERLIN,76,0,0,11,16,10,6,6,3,0,6,18,NEURO-ONCOLOGY
21,4.475,NEUROSURGERY,72,0,5,17,10,12,6,5,1,1,4,11,NEURO-ONCOLOGY
22,2.646,PEDIATR BLOOD CANCER,67,1,7,7,8,7,4,11,6,4,2,10,NEURO-ONCOLOGY
23,13.930,ANN ONCOL,66,3,17,16,12,3,3,3,6,0,1,2,NEURO-ONCOLOGY
24,2.757,CURR PHARM DESIGN,64,0,11,9,5,9,10,3,5,1,2,9,NEURO-ONCOLOGY
25,6.854,ONCOGENE,62,1,6,5,11,11,5,5,4,3,2,9,NEURO-ONCOLOGY
26,6.491,CANCER LETT,59,1,4,8,13,13,5,2,6,2,1,4,NEURO-ONCOLOGY
27,2.583,BIOMED RES INT,58,1,6,8,7,10,6,1,9,2,2,6,NEURO-ONCOLOGY
28,3.653,AM J NEURORADIOL,56,2,12,6,9,6,8,9,0,0,2,2,NEURO-ONCOLOGY
29,6.537,CANCER-AM CANCER SOC,54,1,7,14,8,8,6,1,3,0,3,3,NEURO-ONCOLOGY
30,1.200,TRANSL CANCER RES,53,7,12,11,5,4,10,2,0,1,0,1,NEURO-ONCOLOGY
31,,CLIN TRANSL IMAGING,52,2,13,17,8,3,2,6,0,0,0,1,NEURO-ONCOLOGY
32,1.640,J CLIN NEUROSCI,51,0,6,9,12,6,4,3,5,1,0,5,NEURO-ONCOLOGY
33,7.191,EUR J CANCER,50,3,2,9,13,3,4,5,3,0,2,6,NEURO-ONCOLOGY
34,2.976,ONCOL REP,50,0,3,9,7,9,4,2,5,2,4,5,NEURO-ONCOLOGY
35,15.876,ACTA NEUROPATHOL,49,7,12,7,4,5,5,3,3,1,0,2,NEURO-ONCOLOGY
36,9.130,CANCER RES,48,0,6,10,7,6,2,4,6,2,3,2,NEURO-ONCOLOGY
37,3.478,CURR NEUROL NEUROSCI,48,2,11,9,10,4,3,4,1,0,2,2,NEURO-ONCOLOGY
38,36.421,LANCET ONCOL,48,2,10,11,4,6,4,3,3,0,1,4,NEURO-ONCOLOGY
39,4.010,CURR OPIN NEUROL,47,11,10,13,3,0,4,3,3,0,0,0,NEURO-ONCOLOGY
40,4.027,EUR RADIOL,47,3,8,10,8,4,5,3,2,2,0,2,NEURO-ONCOLOGY
41,5.554,INT J RADIAT ONCOL,46,2,8,2,10,10,2,5,3,0,1,3,NEURO-ONCOLOGY
42,1.235,CHILD NERV SYST,44,0,4,7,1,7,6,4,2,2,1,10,NEURO-ONCOLOGY
43,19.819,NAT REV NEUROL,44,2,9,9,10,4,3,3,1,0,1,2,NEURO-ONCOLOGY
44,2.626,CURR CANCER DRUG TAR,42,0,3,7,8,3,7,1,9,1,0,3,NEURO-ONCOLOGY
45,7.704,EUR J NUCL MED MOL I,42,1,11,12,5,5,5,1,0,0,0,2,NEURO-ONCOLOGY
46,3.490,J NEUROPATH EXP NEUR,42,2,9,4,5,1,4,5,6,1,1,4,NEURO-ONCOLOGY
47,13.660,ADV DRUG DELIVER REV,41,4,13,5,4,1,3,0,5,1,0,5,NEURO-ONCOLOGY
48,1.865,ANTICANCER RES,39,0,4,8,5,3,3,3,5,4,3,1,NEURO-ONCOLOGY
49,4.942,RADIOTHER ONCOL,39,1,5,4,7,12,2,4,0,0,2,2,NEURO-ONCOLOGY
50,5.511,FRONT IMMUNOL,38,3,10,5,6,1,1,6,3,2,0,1,NEURO-ONCOLOGY
51,3.288,BMC CANCER,37,3,3,1,6,6,3,3,6,0,0,6,NEURO-ONCOLOGY
52,1.403,NEUROL MED-CHIR,37,0,4,8,5,2,1,5,4,1,2,5,NEURO-ONCOLOGY
53,22.844,CANCER CELL,36,4,10,8,1,3,3,3,3,0,0,1,NEURO-ONCOLOGY
54,5.365,MOL CANCER THER,36,1,9,5,5,3,3,5,3,1,0,1,NEURO-ONCOLOGY
55,2.656,ONCOTARGETS THER,36,1,5,5,9,4,2,2,3,1,0,4,NEURO-ONCOLOGY
56,3.122,CURR ONCOL REP,35,0,7,6,7,5,1,3,3,1,0,2,NEURO-ONCOLOGY
57,1.929,ACTA NEUROCHIR,34,1,1,9,5,2,6,0,1,1,0,8,NEURO-ONCOLOGY
58,2.535,BRAIN TUMOR PATHOL,34,4,5,3,7,3,3,1,4,1,2,1,NEURO-ONCOLOGY
59,4.206,CNS DRUGS,34,1,6,7,4,3,0,3,5,1,1,3,NEURO-ONCOLOGY
60,4.082,MAGN RESON MED,34,1,3,3,15,1,1,3,4,1,0,2,NEURO-ONCOLOGY
61,24.653,NAT REV CLIN ONCOL,34,1,10,6,6,0,1,1,4,0,2,3,NEURO-ONCOLOGY
62,2.347,EXPERT REV ANTICANC,33,1,10,9,5,1,2,0,0,1,1,3,NEURO-ONCOLOGY
63,1.396,INT J CLIN EXP PATHO,33,0,2,3,1,9,5,1,4,0,6,2,NEURO-ONCOLOGY
64,,TUMOR BIOL,33,1,4,4,5,4,3,2,5,1,1,3,NEURO-ONCOLOGY
65,3.333,INT J ONCOL,32,0,1,2,6,4,8,0,5,2,1,3,NEURO-ONCOLOGY
66,2.162,J NEUROSURG-PEDIATR,32,0,1,1,4,2,2,4,4,4,0,10,NEURO-ONCOLOGY
67,2.028,MEDICINE,32,1,4,1,5,6,2,2,2,0,3,6,NEURO-ONCOLOGY
68,12.353,NAT COMMUN,32,2,3,2,4,3,4,2,4,1,2,5,NEURO-ONCOLOGY
69,7.360,INT J CANCER,31,1,3,6,4,3,5,2,3,1,1,2,NEURO-ONCOLOGY
70,3.998,AM J CANCER RES,29,1,3,4,8,2,2,2,5,1,1,0,NEURO-ONCOLOGY
71,4.068,CURR NEUROPHARMACOL,29,0,0,0,5,1,2,9,2,0,4,6,NEURO-ONCOLOGY
72,3.696,EXPERT REV NEUROTHER,29,6,6,4,6,2,4,0,1,0,0,0,NEURO-ONCOLOGY
73,7.877,J CONTROL RELEASE,29,0,1,3,3,0,3,2,5,1,2,9,NEURO-ONCOLOGY
74,7.439,J NUCL MED,29,0,7,11,2,4,1,4,0,0,0,0,NEURO-ONCOLOGY
75,5.326,CANCERS,28,1,2,9,3,4,2,3,1,0,0,3,NEURO-ONCOLOGY
76,1.736,CLIN NEUROL NEUROSUR,28,1,0,4,2,4,6,0,2,3,0,6,NEURO-ONCOLOGY
77,0.702,NEUROCHIRURGIE,28,0,0,3,4,9,2,1,2,1,2,4,NEURO-ONCOLOGY
78,1.922,MOL MED REP,27,0,2,2,4,4,7,3,3,0,0,2,NEURO-ONCOLOGY
79,6.217,J EXP CLIN CANC RES,26,3,5,4,1,2,5,1,2,1,0,2,NEURO-ONCOLOGY
80,3.562,CURR TREAT OPTION ON,25,1,3,5,3,3,1,2,2,0,0,5,NEURO-ONCOLOGY
81,3.974,EXPERT OPIN BIOL TH,25,1,1,7,8,1,0,3,1,0,1,2,NEURO-ONCOLOGY
82,3.612,J MAGN RESON IMAGING,25,0,5,4,5,2,5,3,1,0,0,0,NEURO-ONCOLOGY
83,5.076,MOL NEUROBIOL,25,0,1,4,5,4,3,1,4,0,0,3,NEURO-ONCOLOGY
84,7.469,RADIOLOGY,25,0,0,4,10,4,5,0,1,1,0,0,NEURO-ONCOLOGY
85,3.457,BIOMED PHARMACOTHER,24,1,2,5,5,3,4,1,2,1,0,0,NEURO-ONCOLOGY
86,3.831,FRONT PHARMACOL,24,0,0,3,4,1,2,6,1,1,2,4,NEURO-ONCOLOGY
87,2.808,CANCER CHEMOTH PHARM,23,2,1,5,3,3,1,1,5,0,1,1,NEURO-ONCOLOGY
88,3.202,CANCER MED-US,23,1,4,4,5,1,0,3,0,0,1,4,NEURO-ONCOLOGY
89,3.469,CURR MED CHEM,23,1,2,3,7,4,2,0,3,0,1,0,NEURO-ONCOLOGY
90,4.263,LAB INVEST,23,0,2,3,3,2,5,3,3,0,0,2,NEURO-ONCOLOGY
91,7.776,MOL CANCER,23,0,3,5,1,3,2,5,4,0,0,0,NEURO-ONCOLOGY
92,2.772,NEUROCHEM RES,23,0,2,3,2,2,3,3,5,1,1,1,NEURO-ONCOLOGY
93,3.061,AM J TRANSL RES,22,1,4,4,4,6,0,1,0,0,0,2,NEURO-ONCOLOGY
94,7.008,MOL THER,22,0,3,2,5,0,3,3,3,1,0,2,NEURO-ONCOLOGY
95,5.638,CELL DEATH DIS,21,0,3,3,5,2,2,1,4,1,0,0,NEURO-ONCOLOGY
96,2.862,RADIAT ONCOL,21,0,3,4,1,3,5,0,2,0,0,3,NEURO-ONCOLOGY
97,3.298,J IMMUNOL RES,20,0,0,7,5,0,0,5,2,0,0,1,NEURO-ONCOLOGY
98,2.486,NEUROSURG CLIN N AM,20,0,2,1,5,6,0,3,0,0,2,1,NEURO-ONCOLOGY
99,3.031,NMR BIOMED,20,0,3,6,3,2,2,3,0,0,0,1,NEURO-ONCOLOGY
100,,NPJ PRECIS ONCOL,20,2,4,3,4,2,1,2,0,0,0,2,NEURO-ONCOLOGY
